NewColumn.Index	Attribute	Value
Guid1171	vers	v4
Guid1172	anonIP	ip635
Guid1172	ChartId	chartId_1421978298806_0.974481841083616
Guid1172	vers	v4
Guid1173	anonIP	ip636
Guid1173	ChartId	chartId_1441732024480_0.7713160329516198
Guid1173	vers	v4
Guid1174	anonIP	ip636
Guid1174	ChartId	chartId_1441732123236_0.2282330071128712
Guid1174	vers	v4
Guid1175	anonIP	ip636
Guid1175	ChartId	chartId_1441732364587_0.46441802940544513
Guid1175	vers	v4
Guid1176	anonIP	ip637
Guid1176	ChartId	chartId_1441732558253_0.8183468862328462
Guid1176	vers	v4
Guid1177	anonIP	ip637
Guid1177	ChartId	chartId_1441733853752_0.6750111541026363
Guid1177	vers	v4
Guid1178	anonIP	ip638
Guid1178	ChartId	chartId_1441733853752_0.6750111541026363
Guid1178	vers	v4
Guid1179	anonIP	ip639
Guid1179	ChartId	chartId_1441734240492_0.34636782412417233
Guid1179	vers	v4
Guid1180	anonIP	ip639
Guid1180	ChartId	chartId_1441734358290_0.9415536744054407
Guid1180	vers	v4
Guid1183	anonIP	ip639
Guid1183	ChartId	chartId_1441734626376_0.24902536743320525
Guid1183	vers	v4
Guid1181	anonIP	ip640
Guid1181	ChartId	chartId_1441734604603_0.3198473108932376
Guid1181	vers	v4
Guid1182	anonIP	ip640
Guid1182	ChartId	chartId_1441734605809_0.766652594320476
Guid1182	vers	v4
Guid1184	anonIP	ip641
Guid1184	ChartId	chartId_1441738472314_0.44596813466416396
Guid1184	vers	v4
Guid1185	anonIP	ip641
Guid1185	ChartId	chartId_1441738677004_0.4346851263818193
Guid1185	vers	v4
Guid1186	anonIP	ip641
Guid1186	ChartId	chartId_1441738998452_0.07077546461462664
Guid1186	vers	v4
Guid1187	anonIP	ip641
Guid1187	ChartId	chartId_1441739248787_0.42868492073893205
Guid1187	vers	v4
Guid1188	anonIP	ip642
Guid1188	ChartId	chartId_1440013761682_0.589017164463254
Guid1188	vers	v4
Guid1189	anonIP	ip642
Guid1189	ChartId	chartId_1441740332087_0.6635475223976615
Guid1189	vers	v4
Guid1193	anonIP	ip642
Guid1193	ChartId	chartId_1441742095690_0.12966441665571976
Guid1193	vers	v4
Guid1194	anonIP	ip642
Guid1194	ChartId	chartId_1441742128652_0.08077942456330705
Guid1194	vers	v4
Guid1195	anonIP	ip642
Guid1195	ChartId	chartId_1441742161752_0.864527239231282
Guid1195	vers	v4
Guid1196	anonIP	ip642
Guid1196	ChartId	chartId_1441743663964_0.21247116929734217
Guid1196	vers	v4
Guid1197	anonIP	ip642
Guid1197	ChartId	chartId_1441743804508_0.09178138487824561
Guid1197	vers	v4
Guid1198	anonIP	ip642
Guid1198	ChartId	chartId_1441743818105_0.3518500787995222
Guid1198	vers	v4
Guid1200	anonIP	ip642
Guid1200	ChartId	chartId_1441744095638_0.5392051490805674
Guid1200	vers	v4
Guid1201	anonIP	ip642
Guid1201	ChartId	chartId_1441744694368_0.3611279960933669
Guid1201	vers	v4
Guid1190	anonIP	ip643
Guid1190	ChartId	chartId_1441741702135_0.6133293886628761
Guid1190	vers	v4
Guid1191	anonIP	ip643
Guid1191	ChartId	chartId_1441741877134_0.3204329200088711
Guid1191	vers	v4
Guid1192	anonIP	ip644
Guid1192	ChartId	chartId_1441742044709_0.9448307812948109
Guid1192	vers	v4
Guid1199	anonIP	ip645
Guid1199	ChartId	chartId_1441744095638_0.5392051490805674
Guid1199	vers	v4
Guid1203	anonIP	ip646
Guid1203	ChartId	chartId_1441721938798_0.28517126920000085
Guid1203	vers	v4
Guid1204	anonIP	ip643
Guid1204	ChartId	chartId_1441747818357_0.31736362597436335
Guid1204	vers	v4
Guid1205	anonIP	ip643
Guid1205	ChartId	chartId_1441747905204_0.08726593065849009
Guid1205	vers	v4
Guid1206	anonIP	ip647
Guid1206	ChartId	chartId_1441747980922_0.614842617704368
Guid1206	vers	v4
Guid1207	anonIP	ip646
Guid1207	ChartId	chartId_1441749873750_0.6772127205594711
Guid1207	vers	v4
Guid1208	anonIP	ip648
Guid1208	ChartId	chartId_1421978298806_0.974481841083616
Guid1208	vers	v4
Guid1209	anonIP	ip649
Guid1209	ChartId	chartId_1441753247828_0.30599167619792134
Guid1209	vers	v4
Guid1210	anonIP	ip650
Guid1210	ChartId	chartId_1441754963105_0.1778336586509074
Guid1210	vers	v4
Guid1211	anonIP	ip650
Guid1211	ChartId	chartId_1441756581764_0.6124002527615249
Guid1211	vers	v4
Guid1212	anonIP	ip651
Guid1212	ChartId	chartId_1444262481864_0.5394349852920625
Guid1212	vers	v4
Guid1213	anonIP	ip652
Guid1213	ChartId	chartId_1444263762713_0.6773156224050729
Guid1213	vers	v4
Guid1214	anonIP	ip653
Guid1214	ChartId	chartId_1444052430539_0.6330059848260134
Guid1214	vers	v4
Guid1215	anonIP	ip654
Guid1215	ChartId	chartId_1444266544603_0.14953794912435114
Guid1215	vers	v4
Guid1216	anonIP	ip653
Guid1216	ChartId	chartId_1444267884717_0.16563848312944174
Guid1216	vers	v4
Guid1217	anonIP	ip653
Guid1217	ChartId	chartId_1444267964923_0.1307771080173552
Guid1217	vers	v4
Guid1218	anonIP	ip655
Guid1218	ChartId	chartId_1444149339138_0.22734542074613273
Guid1218	vers	v4
Guid1219	anonIP	ip656
Guid1219	ChartId	chartId_1444156416385_0.9451749017462134
Guid1219	vers	v4
Guid1220	anonIP	ip657
Guid1220	ChartId	chartId_1444156217139_0.41439081029966474
Guid1220	vers	v4
Guid1221	anonIP	ip658
Guid1221	ChartId	chartId_1444156217139_0.41439081029966474
Guid1221	vers	v4
Guid1222	anonIP	ip659
Guid1222	ChartId	chartId_1444156416385_0.9451749017462134
Guid1222	vers	v4
Guid1223	anonIP	ip660
Guid1223	ChartId	chartId_1444149339138_0.22734542074613273
Guid1223	vers	v4
Guid1224	anonIP	ip655
Guid1224	ChartId	chartId_1444156416385_0.9451749017462134
Guid1224	vers	v4
Guid1225	anonIP	ip655
Guid1225	ChartId	chartId_1444156217139_0.41439081029966474
Guid1225	vers	v4
Guid1226	anonIP	ip653
Guid1226	ChartId	chartId_1444268764920_0.021039311308413744
Guid1226	vers	v4
Guid1227	anonIP	ip653
Guid1227	ChartId	chartId_1444269064123_0.6392950136214495
Guid1227	vers	v4
Guid1228	anonIP	ip661
Guid1228	ChartId	chartId_1444270369091_0.7754176366142929
Guid1228	vers	v4
Guid1229	anonIP	ip662
Guid1229	ChartId	chartId_1444273115517_0.4649382936768234
Guid1229	vers	v4
Guid1230	anonIP	ip663
Guid1230	ChartId	chartId_1444138673096_0.2186657731765319
Guid1230	vers	v4
Guid1231	anonIP	ip663
Guid1231	ChartId	chartId_1444273870558_0.6276101234029299
Guid1231	vers	v4
Guid1232	anonIP	ip664
Guid1232	ChartId	chartId_1444274050248_0.4502889851832408
Guid1232	vers	v4
Guid1233	anonIP	ip663
Guid1233	ChartId	chartId_1444274620259_0.4405464034767042
Guid1233	vers	v4
Guid1234	anonIP	ip653
Guid1234	ChartId	chartId_1444275049960_0.4291186318732798
Guid1234	vers	v4
Guid1235	anonIP	ip665
Guid1235	ChartId	chartId_1444275554928_0.9500753111205995
Guid1235	vers	v4
Guid1236	anonIP	ip666
Guid1236	ChartId	chartId_1444276629470_0.8754523979047857
Guid1236	vers	v4
Guid1237	anonIP	ip666
Guid1237	ChartId	chartId_1444276709523_0.2872211576387428
Guid1237	vers	v4
Guid1238	anonIP	ip667
Guid1238	ChartId	chartId_1442233991153_0.39979414168655935
Guid1238	vers	v4
Guid1239	anonIP	ip668
Guid1239	ChartId	chartId_1444277579043_0.3711029266956895
Guid1239	vers	v4
Guid1240	anonIP	ip669
Guid1240	ChartId	chartId_1401377044252_0.3023440256283837
Guid1240	vers	v4
Guid1241	anonIP	ip669
Guid1241	ChartId	chartId_1401375381681_0.516314506417708
Guid1241	vers	v4
Guid1242	anonIP	ip669
Guid1242	ChartId	chartId_1401375133418_0.2435823764613393
Guid1242	vers	v4
Guid1243	anonIP	ip669
Guid1243	ChartId	chartId_1433669381188_0.2398018358354989
Guid1243	vers	v4
Guid1244	anonIP	ip308
Guid1244	ChartId	chartId_1442274649333_0.30624844412706414
Guid1244	vers	v4
Guid1245	anonIP	ip670
Guid1245	ChartId	chartId_1444282456190_0.10218886067787791
Guid1245	vers	v4
Guid1246	anonIP	ip671
Guid1246	ChartId	chartId_1437376912243_0.7306050321780263
Guid1246	vers	v4
Guid1247	anonIP	ip672
Guid1247	ChartId	chartId_1444111049852_0.16110079028358265
Guid1247	vers	v4
Guid1248	anonIP	ip673
Guid1248	ChartId	chartId_1443730326015_0.23493203963153064
Guid1248	vers	v4
Guid1249	anonIP	ip674
Guid1249	ChartId	chartId_1444290543513_0.8408080421873338
Guid1249	vers	v4
Guid1250	anonIP	ip675
Guid1250	ChartId	chartId_1444128594838_0.11127526809972399
Guid1250	vers	v4
Guid1251	anonIP	ip675
Guid1251	ChartId	chartId_1444133240488_0.6720373136878968
Guid1251	vers	v4
Guid1252	anonIP	ip675
Guid1252	ChartId	chartId_1444128453809_0.7288714622942445
Guid1252	vers	v4
Guid1253	anonIP	ip675
Guid1253	ChartId	chartId_1444194288345_0.02322893394114872
Guid1253	vers	v4
Guid1254	anonIP	ip676
Guid1254	ChartId	chartId_1444217865882_0.13821090024975185
Guid1254	vers	v4
Guid1255	anonIP	ip677
Guid1255	ChartId	chartId_1444291933202_0.36284807312894357
Guid1255	vers	v4
Guid1256	anonIP	ip677
Guid1256	ChartId	chartId_1444291976729_0.6071045390690224
Guid1256	vers	v4
Guid1257	anonIP	ip678
Guid1257	ChartId	chartId_1444292203744_0.8837496905385194
Guid1257	vers	v4
Guid1258	anonIP	ip677
Guid1258	ChartId	chartId_1444292649682_0.29670656896652264
Guid1258	vers	v4
Guid1259	anonIP	ip679
Guid1259	ChartId	chartId_1444292666289_0.5002604461541632
Guid1259	vers	v4
Guid1260	anonIP	ip653
Guid1260	ChartId	chartId_1444293219292_0.3626822060905397
Guid1260	vers	v4
Guid1261	anonIP	ip653
Guid1261	ChartId	chartId_1444293728735_0.006680069956928492
Guid1261	vers	v4
Guid1262	anonIP	ip680
Guid1262	ChartId	chartId_1444294305972_0.08466718518110588
Guid1262	vers	v4
Guid1263	anonIP	ip681
Guid1263	ChartId	chartId_1442581176576_0.846090112448328
Guid1263	vers	v4
Guid1264	anonIP	ip681
Guid1264	ChartId	chartId_1443167511993_0.4135636498995892
Guid1264	vers	v4
Guid1265	anonIP	ip682
Guid1265	ChartId	chartId_1444294617482_0.29548444480722724
Guid1265	vers	v4
Guid1266	anonIP	ip682
Guid1266	ChartId	chartId_1444294672062_0.9230156747651494
Guid1266	vers	v4
Guid1267	anonIP	ip682
Guid1267	ChartId	chartId_1444294906103_0.5195275816699889
Guid1267	vers	v4
Guid1268	anonIP	ip682
Guid1268	ChartId	chartId_1444295311322_0.27859384204179777
Guid1268	vers	v4
Guid1269	anonIP	ip682
Guid1269	ChartId	chartId_1444295447167_0.7803686309680904
Guid1269	vers	v4
Guid1270	anonIP	ip683
Guid1270	ChartId	chartId_1444295835816_0.8981129319756569
Guid1270	vers	v4
Guid1271	anonIP	ip684
Guid1271	ChartId	chartId_1444297170791_0.15834536371978963
Guid1271	vers	v4
Guid1272	anonIP	ip684
Guid1272	ChartId	chartId_1444297305166_0.05053579723743862
Guid1272	vers	v4
Guid1273	anonIP	ip684
Guid1273	ChartId	chartId_1444297837976_0.23635740695649998
Guid1273	vers	v4
Guid1274	anonIP	ip685
Guid1274	ChartId	chartId_1444299836435_0.07519805221818388
Guid1274	vers	v4
Guid1275	anonIP	ip686
Guid1275	ChartId	chartId_1444292649682_0.29670656896652264
Guid1275	vers	v4
Guid1276	anonIP	ip687
Guid1276	ChartId	chartId_1444301972690_0.4523895909078419
Guid1276	vers	v4
Guid1277	anonIP	ip687
Guid1277	ChartId	chartId_1444302414898_0.19684955826960504
Guid1277	vers	v4
Guid1278	anonIP	ip687
Guid1278	ChartId	chartId_1444302438907_0.8330148097593337
Guid1278	vers	v4
Guid1279	anonIP	ip687
Guid1279	ChartId	chartId_1444302506500_0.03766527911648154
Guid1279	vers	v4
Guid1280	anonIP	ip653
Guid1280	ChartId	chartId_1444306335173_0.13354357122443616
Guid1280	vers	v4
Guid1281	anonIP	ip688
Guid1281	ChartId	chartId_1415896145425_0.3908316986275371
Guid1281	vers	v4
Guid1282	anonIP	ip689
Guid1282	ChartId	chartId_1444212739561_0.21120063060339533
Guid1282	vers	v4
Guid1283	anonIP	ip689
Guid1283	ChartId	chartId_1444213388046_0.7493922796161065
Guid1283	vers	v4
Guid1284	anonIP	ip690
Guid1284	ChartId	chartId_1444308936057_0.866199406562373
Guid1284	vers	v4
Guid1285	anonIP	ip689
Guid1285	ChartId	chartId_1444309697495_0.6697497768960852
Guid1285	vers	v4
Guid1286	anonIP	ip689
Guid1286	ChartId	chartId_1444310065012_0.8484492012483943
Guid1286	vers	v4
Guid1287	anonIP	ip689
Guid1287	ChartId	chartId_1444310376850_0.7394801225660399
Guid1287	vers	v4
Guid1288	anonIP	ip689
Guid1288	ChartId	chartId_1444310463474_0.4308974425831181
Guid1288	vers	v4
Guid1289	anonIP	ip691
Guid1289	ChartId	chartId_1414405326269_0.22872129276887598
Guid1289	vers	v4
Guid1290	anonIP	ip689
Guid1290	ChartId	chartId_1444311045014_0.6777008142953308
Guid1290	vers	v4
Guid1291	anonIP	ip692
Guid1291	ChartId	chartId_1431975897441_0.7865858511272787
Guid1291	vers	v4
Guid1292	anonIP	ip692
Guid1292	ChartId	chartId_1431980378836_0.9897903265248897
Guid1292	vers	v4
Guid1293	anonIP	ip692
Guid1293	ChartId	chartId_1431979048016_0.1422573463519588
Guid1293	vers	v4
Guid1294	anonIP	ip693
Guid1294	ChartId	chartId_1444312880812_0.31842666906874545
Guid1294	vers	v4
Guid1295	anonIP	ip694
Guid1295	ChartId	chartId_1444312948910_0.215472192175106
Guid1295	vers	v4
Guid1296	anonIP	ip695
Guid1296	ChartId	chartId_1444312961839_0.0013519802669410552
Guid1296	vers	v4
Guid1297	anonIP	ip696
Guid1297	ChartId	chartId_1444314349676_0.7613021852175874
Guid1297	vers	v4
Guid1298	anonIP	ip697
Guid1298	ChartId	chartId_1444242860222_0.2651674333707776
Guid1298	vers	v4
Guid1299	anonIP	ip698
Guid1299	ChartId	chartId_1444314606749_0.24500727420111534
Guid1299	vers	v4
Guid1300	anonIP	ip699
Guid1300	ChartId	chartId_1444315150467_0.14310311081954896
Guid1300	vers	v4
Guid1301	anonIP	ip700
Guid1301	ChartId	chartId_1444292649682_0.29670656896652264
Guid1301	vers	v4
Guid1302	anonIP	ip701
Guid1302	ChartId	chartId_1415703806434_0.27992204017937183
Guid1302	vers	v4
Guid1303	anonIP	ip701
Guid1303	ChartId	chartId_1415703031224_0.4416236456017941
Guid1303	vers	v4
Guid1304	anonIP	ip702
Guid1304	ChartId	chartId_1444317187107_0.7769751168795627
Guid1304	vers	v4
Guid1305	anonIP	ip702
Guid1305	ChartId	chartId_1444317209107_0.39698265494883833
Guid1305	vers	v4
Guid1306	anonIP	ip703
Guid1306	ChartId	chartId_1444156217139_0.41439081029966474
Guid1306	vers	v4
Guid1307	anonIP	ip703
Guid1307	ChartId	chartId_1444156416385_0.9451749017462134
Guid1307	vers	v4
Guid1308	anonIP	ip704
Guid1308	ChartId	chartId_1444156416385_0.9451749017462134
Guid1308	vers	v4
Guid1309	anonIP	ip705
Guid1309	ChartId	chartId_1444149339138_0.22734542074613273
Guid1309	vers	v4
Guid1310	anonIP	ip706
Guid1310	ChartId	chartId_1444156416385_0.9451749017462134
Guid1310	vers	v4
Guid1311	anonIP	ip707
Guid1311	ChartId	chartId_1444156217139_0.41439081029966474
Guid1311	vers	v4
Guid1312	anonIP	ip705
Guid1312	ChartId	chartId_1444156217139_0.41439081029966474
Guid1312	vers	v4
Guid1313	anonIP	ip706
Guid1313	ChartId	chartId_1444149339138_0.22734542074613273
Guid1313	vers	v4
Guid1314	anonIP	ip704
Guid1314	ChartId	chartId_1444156217139_0.41439081029966474
Guid1314	vers	v4
Guid1315	anonIP	ip702
Guid1315	ChartId	chartId_1444318175432_0.6496445467440797
Guid1315	vers	v4
Guid1316	anonIP	ip708
Guid1316	ChartId	chartId_1444149339138_0.22734542074613273
Guid1316	vers	v4
Guid1317	anonIP	ip708
Guid1317	ChartId	chartId_1444156416385_0.9451749017462134
Guid1317	vers	v4
Guid1318	anonIP	ip656
Guid1318	ChartId	chartId_1444149339138_0.22734542074613273
Guid1318	vers	v4
Guid1319	anonIP	ip709
Guid1319	ChartId	chartId_1444156217139_0.41439081029966474
Guid1319	vers	v4
Guid1320	anonIP	ip710
Guid1320	ChartId	chartId_1444156217139_0.41439081029966474
Guid1320	vers	v4
Guid1321	anonIP	ip412
Guid1321	ChartId	chartId_1443736023621_0.9965907975483179
Guid1321	vers	v4
Guid1322	anonIP	ip689
Guid1322	ChartId	chartId_1444214542467_0.551554447280483
Guid1322	vers	v4
Guid1323	anonIP	ip711
Guid1323	ChartId	chartId_1444321414671_0.43783623157857265
Guid1323	vers	v4
Guid1324	anonIP	ip711
Guid1324	ChartId	chartId_1444321528693_0.41670650827123173
Guid1324	vers	v4
Guid1325	anonIP	ip711
Guid1325	ChartId	chartId_1444321588370_0.8100628425721559
Guid1325	vers	v4
Guid1326	anonIP	ip711
Guid1326	ChartId	chartId_1444321755351_0.4859711784328784
Guid1326	vers	v4
Guid1327	anonIP	ip712
Guid1327	ChartId	chartId_1444324458533_0.12402037112042308
Guid1327	vers	v4
Guid1328	anonIP	ip713
Guid1328	ChartId	chartId_1444324516611_0.44101540371775627
Guid1328	vers	v4
Guid1329	anonIP	ip714
Guid1329	ChartId	chartId_1435548797794_0.7207865056116134
Guid1329	vers	v4
Guid1330	anonIP	ip715
Guid1330	ChartId	chartId_1444325838751_0.5378127388925868
Guid1330	vers	v4
Guid1331	anonIP	ip716
Guid1331	ChartId	chartId_1444326160118_0.4789682717528194
Guid1331	vers	v4
Guid1332	anonIP	ip716
Guid1332	ChartId	chartId_1444326780452_0.5397750756237656
Guid1332	vers	v4
Guid1333	anonIP	ip716
Guid1333	ChartId	chartId_1444326811133_0.18070083460770547
Guid1333	vers	v4
Guid1334	anonIP	ip717
Guid1334	ChartId	chartId_1444327303044_0.5332070842898298
Guid1334	vers	v4
Guid1335	anonIP	ip718
Guid1335	ChartId	chartId_1444327648788_0.3915045190446269
Guid1335	vers	v4
Guid1336	anonIP	ip718
Guid1336	ChartId	chartId_1444328494006_0.042785063260293965
Guid1336	vers	v4
Guid1337	anonIP	ip718
Guid1337	ChartId	chartId_1444328564758_0.8131975044782109
Guid1337	vers	v4
Guid1338	anonIP	ip719
Guid1338	ChartId	chartId_1444239417243_0.7653266170527786
Guid1338	vers	v4
Guid1339	anonIP	ip720
Guid1339	ChartId	chartId_1441815321282_0.23193322467752647
Guid1339	vers	v4
Guid1340	anonIP	ip720
Guid1340	ChartId	chartId_1441855744743_0.8041236424795006
Guid1340	vers	v4
Guid1341	anonIP	ip721
Guid1341	ChartId	chartId_1444332082790_0.701962707406772
Guid1341	vers	v4
Guid1342	anonIP	ip722
Guid1342	ChartId	chartId_1444333120497_0.9332799932453781
Guid1342	vers	v4
Guid1343	anonIP	ip723
Guid1343	ChartId	chartId_1444333611760_0.32176787795891653
Guid1343	vers	v4
Guid1344	anonIP	ip724
Guid1344	ChartId	chartId_1444334575628_0.5559918450494602
Guid1344	vers	v4
Guid1345	anonIP	ip635
Guid1345	ChartId	chartId_1444239417243_0.7653266170527786
Guid1345	vers	v4
Guid1346	anonIP	ip725
Guid1346	ChartId	chartId_1444336792621_0.17253868143787065
Guid1346	vers	v4
Guid1347	anonIP	ip726
Guid1347	ChartId	chartId_1444336779755_0.09298067960033956
Guid1347	vers	v4
Guid1348	anonIP	ip727
Guid1348	ChartId	chartId_1444337697807_0.804816944932622
Guid1348	vers	v4
Guid1349	anonIP	ip728
Guid1349	ChartId	chartId_1443988891883_0.8066163227870318
Guid1349	vers	v4
Guid1350	anonIP	ip729
Guid1350	ChartId	chartId_1444340538547_0.5792066952278729
Guid1350	vers	v4
Guid1351	anonIP	ip730
Guid1351	ChartId	chartId_1444340833999_0.989151179479108
Guid1351	vers	v4
Guid1352	anonIP	ip731
Guid1352	ChartId	chartId_1444340833999_0.989151179479108
Guid1352	vers	v4
Guid1353	anonIP	ip732
Guid1353	ChartId	chartId_1444340833999_0.989151179479108
Guid1353	vers	v4
Guid1354	anonIP	ip733
Guid1354	ChartId	chartId_1444340951860_0.7269404682258344
Guid1354	vers	v4
Guid1355	anonIP	ip730
Guid1355	ChartId	chartId_1444340951860_0.7269404682258344
Guid1355	vers	v4
Guid1356	anonIP	ip732
Guid1356	ChartId	chartId_1444340951860_0.7269404682258344
Guid1356	vers	v4
Guid1357	anonIP	ip731
Guid1357	ChartId	chartId_1444340951860_0.7269404682258344
Guid1357	vers	v4
Guid1358	anonIP	ip731
Guid1358	ChartId	chartId_1444341020013_0.19260957703311565
Guid1358	vers	v4
Guid1359	anonIP	ip733
Guid1359	ChartId	chartId_1444341020013_0.19260957703311565
Guid1359	vers	v4
Guid1360	anonIP	ip730
Guid1360	ChartId	chartId_1444341020013_0.19260957703311565
Guid1360	vers	v4
Guid1361	anonIP	ip732
Guid1361	ChartId	chartId_1444341020013_0.19260957703311565
Guid1361	vers	v4
Guid1362	anonIP	ip734
Guid1362	ChartId	chartId_1444342405255_0.17664333357412593
Guid1362	vers	v4
Guid1363	anonIP	ip735
Guid1363	ChartId	chartId_1440722648289_0.8600153104956594
Guid1363	vers	v4
Guid1364	anonIP	ip735
Guid1364	ChartId	chartId_1440726229112_0.39558760220320876
Guid1364	vers	v4
Guid1365	anonIP	ip736
Guid1365	ChartId	chartId_1440017917518_0.026773814382929584
Guid1365	vers	v4
Guid1366	anonIP	ip737
Guid1366	ChartId	chartId_1444345394452_0.48749892028149583
Guid1366	vers	v4
Guid1367	anonIP	ip738
Guid1367	ChartId	chartId_1444346469551_0.5110712206705175
Guid1367	vers	v4
Guid1368	anonIP	ip738
Guid1368	ChartId	chartId_1444346704721_0.9901030785987028
Guid1368	vers	v4
Guid1369	anonIP	ip739
Guid1369	ChartId	chartId_1444346712073_0.20093272160122716
Guid1369	vers	v4
Guid1370	anonIP	ip308
Guid1370	ChartId	chartId_1444658373853_0.14332045919912922
Guid1370	vers	v4
Guid1371	anonIP	ip308
Guid1371	ChartId	chartId_1444660144270_0.31413764697848595
Guid1371	vers	v4
Guid1372	anonIP	ip740
Guid1372	ChartId	chartId_1446942917324_0.7656592624837829
Guid1372	vers	v4
Guid1373	anonIP	ip741
Guid1373	ChartId	chartId_1443610844065_0.34665447061559556
Guid1373	vers	v4
Guid1374	anonIP	ip741
Guid1374	ChartId	chartId_1443610674049_0.17089603340126297
Guid1374	vers	v4
Guid1375	anonIP	ip741
Guid1375	ChartId	chartId_1443611297143_0.27815032899910113
Guid1375	vers	v4
Guid1376	anonIP	ip742
Guid1376	ChartId	chartId_1444031918449_0.6063298409200226
Guid1376	vers	v4
Guid1377	anonIP	ip742
Guid1377	ChartId	chartId_1444171525772_0.35586010509511345
Guid1377	vers	v4
Guid1378	anonIP	ip743
Guid1378	ChartId	chartId_1446946402922_0.4099731887981728
Guid1378	vers	v4
Guid1379	anonIP	ip744
Guid1379	ChartId	chartId_1446918616506_0.6785872149699171
Guid1379	vers	v4
Guid1380	anonIP	ip308
Guid1380	ChartId	chartId_1445607730055_0.920884333709328
Guid1380	vers	v4
Guid1381	anonIP	ip745
Guid1381	ChartId	chartId_1446954296817_0.9949897539867744
Guid1381	vers	v4
Guid1382	anonIP	ip746
Guid1382	ChartId	chartId_1445495741790_0.25676771093227085
Guid1382	vers	v4
Guid1383	anonIP	ip747
Guid1383	ChartId	chartId_1446955050179_0.7580712053430146
Guid1383	vers	v4
Guid1384	anonIP	ip745
Guid1384	ChartId	chartId_1446958080518_0.30260073100715984
Guid1384	vers	v4
Guid1385	anonIP	ip745
Guid1385	ChartId	chartId_1446959515975_0.9245249062937713
Guid1385	vers	v4
Guid1386	anonIP	ip748
Guid1386	ChartId	chartId_1446959760700_0.20064263804893356
Guid1386	vers	v4
Guid1387	anonIP	ip749
Guid1387	ChartId	chartId_1446965578396_0.17407017876394093
Guid1387	vers	v4
Guid1388	anonIP	ip750
Guid1388	ChartId	chartId_1446911777723_0.0338219559736912
Guid1388	vers	v4
Guid1389	anonIP	ip751
Guid1389	ChartId	chartId_1415703031224_0.4416236456017941
Guid1389	vers	v4
Guid1390	anonIP	ip752
Guid1390	ChartId	chartId_1415703031224_0.4416236456017941
Guid1390	vers	v4
Guid1391	anonIP	ip752
Guid1391	ChartId	chartId_1415703806434_0.27992204017937183
Guid1391	vers	v4
Guid1392	anonIP	ip751
Guid1392	ChartId	chartId_1415703806434_0.27992204017937183
Guid1392	vers	v4
Guid1393	anonIP	ip753
Guid1393	ChartId	chartId_1446285672143_0.8448398530450547
Guid1393	vers	v4
Guid1394	anonIP	ip754
Guid1394	ChartId	chartId_1446969425774_0.8257393995592623
Guid1394	vers	v4
Guid1395	anonIP	ip755
Guid1395	ChartId	chartId_1445495944562_0.5077019418908535
Guid1395	vers	v4
Guid1396	anonIP	ip755
Guid1396	ChartId	chartId_1445496875965_0.7046613130741731
Guid1396	vers	v4
Guid1397	anonIP	ip755
Guid1397	ChartId	chartId_1445495741790_0.25676771093227085
Guid1397	vers	v4
Guid1398	anonIP	ip754
Guid1398	ChartId	chartId_1446969973766_0.1360123209410214
Guid1398	vers	v4
Guid1399	anonIP	ip756
Guid1399	ChartId	chartId_1445131909615_0.29845630871769285
Guid1399	vers	v4
Guid1400	anonIP	ip754
Guid1400	ChartId	chartId_1446970593711_0.1841466650116157
Guid1400	vers	v4
Guid1401	anonIP	ip754
Guid1401	ChartId	chartId_1446970897210_0.5322554147957572
Guid1401	vers	v4
Guid1402	anonIP	ip754
Guid1402	ChartId	chartId_1446971112896_0.3291657366851082
Guid1402	vers	v4
Guid1403	anonIP	ip757
Guid1403	ChartId	chartId_1446974266559_0.15150745469145477
Guid1403	vers	v4
Guid1404	anonIP	ip757
Guid1404	ChartId	chartId_1446974423138_0.9709685554262251
Guid1404	vers	v4
Guid1405	anonIP	ip758
Guid1405	ChartId	chartId_1446975775901_0.6757729105913521
Guid1405	vers	v4
Guid1406	anonIP	ip759
Guid1406	ChartId	chartId_1446979775091_0.034718420123681426
Guid1406	vers	v4
Guid1407	anonIP	ip760
Guid1407	ChartId	chartId_1446980357341_0.8991625641253388
Guid1407	vers	v4
Guid1408	anonIP	ip761
Guid1408	ChartId	chartId_1445971400195_0.6873663538270365
Guid1408	vers	v4
Guid1409	anonIP	ip760
Guid1409	ChartId	chartId_1446980888178_0.35684161583940865
Guid1409	vers	v4
Guid1410	anonIP	ip760
Guid1410	ChartId	chartId_1446981920561_0.007197786821605878
Guid1410	vers	v4
Guid1411	anonIP	ip760
Guid1411	ChartId	chartId_1446982036953_0.14550659780510394
Guid1411	vers	v4
Guid1412	anonIP	ip760
Guid1412	ChartId	chartId_1446982055340_0.060465655596771806
Guid1412	vers	v4
Guid1413	anonIP	ip760
Guid1413	ChartId	chartId_1446982176489_0.4421859119462338
Guid1413	vers	v4
Guid1414	anonIP	ip760
Guid1414	ChartId	chartId_1446982515435_0.6414116251878521
Guid1414	vers	v4
Guid1415	anonIP	ip760
Guid1415	ChartId	chartId_1446982629727_0.9898252507194067
Guid1415	vers	v4
Guid1416	anonIP	ip760
Guid1416	ChartId	chartId_1446982665463_0.6160599279354928
Guid1416	vers	v4
Guid1417	anonIP	ip762
Guid1417	ChartId	chartId_1446983079663_0.8708036428295064
Guid1417	vers	v4
Guid1418	anonIP	ip763
